decimalLatitude,decimalLongitude,season
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
-16.7,122.6,Spring: September-November
-16.7,122.6,Spring: September-November
-16.7,122.6,Winter: June-August
